2024-01-20 17:07:17,723 INFO    StreamThr :261889 [internal.py:wandb_internal():86] W&B internal server running at pid: 261889, started at: 2024-01-20 17:07:17.723519
2024-01-20 17:07:17,724 DEBUG   HandlerThread:261889 [handler.py:handle_request():146] handle_request: status
2024-01-20 17:07:17,725 INFO    WriterThread:261889 [datastore.py:open_for_write():87] open: /home/robertthomas/rileyProject/demucs/wandb/run-20240120_170717-ccsvnwaf/run-ccsvnwaf.wandb
2024-01-20 17:07:17,725 DEBUG   SenderThread:261889 [sender.py:send():382] send: header
2024-01-20 17:07:17,767 DEBUG   SenderThread:261889 [sender.py:send():382] send: run
2024-01-20 17:07:17,951 INFO    SenderThread:261889 [dir_watcher.py:__init__():211] watching files in: /home/robertthomas/rileyProject/demucs/wandb/run-20240120_170717-ccsvnwaf/files
2024-01-20 17:07:17,951 INFO    SenderThread:261889 [sender.py:_start_run_threads():1136] run started: ccsvnwaf with start time 1705788437.723509
2024-01-20 17:07:17,955 DEBUG   HandlerThread:261889 [handler.py:handle_request():146] handle_request: check_version
2024-01-20 17:07:17,955 DEBUG   SenderThread:261889 [sender.py:send_request():409] send_request: check_version
2024-01-20 17:07:18,023 DEBUG   HandlerThread:261889 [handler.py:handle_request():146] handle_request: run_start
2024-01-20 17:07:18,039 DEBUG   HandlerThread:261889 [system_info.py:__init__():27] System info init
2024-01-20 17:07:18,039 DEBUG   HandlerThread:261889 [system_info.py:__init__():42] System info init done
2024-01-20 17:07:18,039 INFO    HandlerThread:261889 [system_monitor.py:start():194] Starting system monitor
2024-01-20 17:07:18,039 INFO    SystemMonitor:261889 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-01-20 17:07:18,039 INFO    HandlerThread:261889 [system_monitor.py:probe():214] Collecting system info
2024-01-20 17:07:18,040 INFO    SystemMonitor:261889 [interfaces.py:start():190] Started cpu monitoring
2024-01-20 17:07:18,041 INFO    SystemMonitor:261889 [interfaces.py:start():190] Started disk monitoring
2024-01-20 17:07:18,041 INFO    SystemMonitor:261889 [interfaces.py:start():190] Started gpu monitoring
2024-01-20 17:07:18,042 INFO    SystemMonitor:261889 [interfaces.py:start():190] Started memory monitoring
2024-01-20 17:07:18,042 INFO    SystemMonitor:261889 [interfaces.py:start():190] Started network monitoring
2024-01-20 17:07:18,057 DEBUG   HandlerThread:261889 [system_info.py:probe():151] Probing system
2024-01-20 17:07:18,059 DEBUG   HandlerThread:261889 [system_info.py:_probe_git():136] Probing git
2024-01-20 17:07:18,063 DEBUG   HandlerThread:261889 [system_info.py:_probe_git():144] Probing git done
2024-01-20 17:07:18,063 DEBUG   HandlerThread:261889 [system_info.py:probe():199] Probing system done
2024-01-20 17:07:18,063 DEBUG   HandlerThread:261889 [system_monitor.py:probe():223] {'os': 'Linux-5.14.0-381.el9.x86_64-x86_64-with-glibc2.34', 'python': '3.9.18', 'heartbeatAt': '2024-01-20T22:07:18.057571', 'startedAt': '2024-01-20T22:07:17.721772', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/robertthomas/rileyProject/demucs/new_trainer.py', 'codePathLocal': 'new_trainer.py', 'codePath': 'new_trainer.py', 'git': {'remote': 'https://github.com/rtavasso1/demucs', 'commit': 'c88061daba9ce55ab4a19108fbee4e95125295a5'}, 'email': 'timurichk@yahoo.com', 'root': '/home/robertthomas/rileyProject/demucs', 'host': 'localhost.localdomain', 'username': 'robertthomas', 'executable': '/home/robertthomas/miniconda3/envs/demucsRiley/bin/python3.9', 'cpu_count': 24, 'cpu_count_logical': 32, 'cpu_freq': {'current': 3143.62159375, 'min': 800.0, 'max': 4937.5}, 'cpu_freq_per_core': [{'current': 3000.0, 'min': 800.0, 'max': 5500.0}, {'current': 3000.0, 'min': 800.0, 'max': 5500.0}, {'current': 3000.0, 'min': 800.0, 'max': 5500.0}, {'current': 3000.0, 'min': 800.0, 'max': 5500.0}, {'current': 5095.891, 'min': 800.0, 'max': 5500.0}, {'current': 3000.0, 'min': 800.0, 'max': 5500.0}, {'current': 3000.0, 'min': 800.0, 'max': 5500.0}, {'current': 3000.0, 'min': 800.0, 'max': 5500.0}, {'current': 3000.0, 'min': 800.0, 'max': 5800.0}, {'current': 3000.0, 'min': 800.0, 'max': 5800.0}, {'current': 5500.0, 'min': 800.0, 'max': 5800.0}, {'current': 3000.0, 'min': 800.0, 'max': 5800.0}, {'current': 3000.0, 'min': 800.0, 'max': 5500.0}, {'current': 3000.0, 'min': 800.0, 'max': 5500.0}, {'current': 3000.0, 'min': 800.0, 'max': 5500.0}, {'current': 3000.0, 'min': 800.0, 'max': 5500.0}, {'current': 3000.0, 'min': 800.0, 'max': 4300.0}, {'current': 3000.0, 'min': 800.0, 'max': 4300.0}, {'current': 3000.0, 'min': 800.0, 'max': 4300.0}, {'current': 3000.0, 'min': 800.0, 'max': 4300.0}, {'current': 3000.0, 'min': 800.0, 'max': 4300.0}, {'current': 3000.0, 'min': 800.0, 'max': 4300.0}, {'current': 3000.0, 'min': 800.0, 'max': 4300.0}, {'current': 3000.0, 'min': 800.0, 'max': 4300.0}, {'current': 3000.0, 'min': 800.0, 'max': 4300.0}, {'current': 3000.0, 'min': 800.0, 'max': 4300.0}, {'current': 3000.0, 'min': 800.0, 'max': 4300.0}, {'current': 3000.0, 'min': 800.0, 'max': 4300.0}, {'current': 3000.0, 'min': 800.0, 'max': 4300.0}, {'current': 3000.0, 'min': 800.0, 'max': 4300.0}, {'current': 3000.0, 'min': 800.0, 'max': 4300.0}, {'current': 3000.0, 'min': 800.0, 'max': 4300.0}], 'disk': {'/': {'total': 69.9375, 'used': 16.52825164794922}}, 'gpu': 'NVIDIA GeForce RTX 4090', 'gpu_count': 2, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4090', 'memory_total': 25757220864}, {'name': 'NVIDIA GeForce RTX 4090', 'memory_total': 25757220864}], 'memory': {'total': 62.28952407836914}}
2024-01-20 17:07:18,063 INFO    HandlerThread:261889 [system_monitor.py:probe():224] Finished collecting system info
2024-01-20 17:07:18,063 INFO    HandlerThread:261889 [system_monitor.py:probe():227] Publishing system info
2024-01-20 17:07:18,063 DEBUG   HandlerThread:261889 [system_info.py:_save_conda():208] Saving list of conda packages installed into the current environment
