2024-01-19 17:50:58,354 INFO    StreamThr :131596 [internal.py:wandb_internal():86] W&B internal server running at pid: 131596, started at: 2024-01-19 17:50:58.354606
2024-01-19 17:50:58,356 DEBUG   HandlerThread:131596 [handler.py:handle_request():146] handle_request: status
2024-01-19 17:50:58,356 INFO    WriterThread:131596 [datastore.py:open_for_write():87] open: /home/robertthomas/rileyProject/demucs/wandb/run-20240119_175058-44wmuoyq/run-44wmuoyq.wandb
2024-01-19 17:50:58,356 DEBUG   SenderThread:131596 [sender.py:send():382] send: header
2024-01-19 17:50:58,373 DEBUG   SenderThread:131596 [sender.py:send():382] send: run
2024-01-19 17:50:58,554 INFO    SenderThread:131596 [dir_watcher.py:__init__():211] watching files in: /home/robertthomas/rileyProject/demucs/wandb/run-20240119_175058-44wmuoyq/files
2024-01-19 17:50:58,554 INFO    SenderThread:131596 [sender.py:_start_run_threads():1136] run started: 44wmuoyq with start time 1705704658.354912
2024-01-19 17:50:58,557 DEBUG   HandlerThread:131596 [handler.py:handle_request():146] handle_request: check_version
2024-01-19 17:50:58,557 DEBUG   SenderThread:131596 [sender.py:send_request():409] send_request: check_version
2024-01-19 17:50:58,633 DEBUG   HandlerThread:131596 [handler.py:handle_request():146] handle_request: run_start
2024-01-19 17:50:58,650 DEBUG   HandlerThread:131596 [system_info.py:__init__():27] System info init
2024-01-19 17:50:58,651 DEBUG   HandlerThread:131596 [system_info.py:__init__():42] System info init done
2024-01-19 17:50:58,651 INFO    HandlerThread:131596 [system_monitor.py:start():194] Starting system monitor
2024-01-19 17:50:58,651 INFO    SystemMonitor:131596 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-01-19 17:50:58,651 INFO    HandlerThread:131596 [system_monitor.py:probe():214] Collecting system info
2024-01-19 17:50:58,651 INFO    SystemMonitor:131596 [interfaces.py:start():190] Started cpu monitoring
2024-01-19 17:50:58,652 INFO    SystemMonitor:131596 [interfaces.py:start():190] Started disk monitoring
2024-01-19 17:50:58,652 INFO    SystemMonitor:131596 [interfaces.py:start():190] Started gpu monitoring
2024-01-19 17:50:58,652 INFO    SystemMonitor:131596 [interfaces.py:start():190] Started memory monitoring
2024-01-19 17:50:58,652 INFO    SystemMonitor:131596 [interfaces.py:start():190] Started network monitoring
2024-01-19 17:50:58,668 DEBUG   HandlerThread:131596 [system_info.py:probe():151] Probing system
2024-01-19 17:50:58,670 DEBUG   HandlerThread:131596 [system_info.py:_probe_git():136] Probing git
2024-01-19 17:50:58,674 DEBUG   HandlerThread:131596 [system_info.py:_probe_git():144] Probing git done
2024-01-19 17:50:58,674 DEBUG   HandlerThread:131596 [system_info.py:probe():199] Probing system done
2024-01-19 17:50:58,674 DEBUG   HandlerThread:131596 [system_monitor.py:probe():223] {'os': 'Linux-5.14.0-381.el9.x86_64-x86_64-with-glibc2.34', 'python': '3.9.18', 'heartbeatAt': '2024-01-19T22:50:58.668404', 'startedAt': '2024-01-19T22:50:58.352910', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/robertthomas/rileyProject/demucs/new_trainer.py', 'codePathLocal': 'new_trainer.py', 'codePath': 'new_trainer.py', 'git': {'remote': 'https://github.com/rtavasso1/demucs', 'commit': 'c88061daba9ce55ab4a19108fbee4e95125295a5'}, 'email': 'timurichk@yahoo.com', 'root': '/home/robertthomas/rileyProject/demucs', 'host': 'localhost.localdomain', 'username': 'robertthomas', 'executable': '/home/robertthomas/miniconda3/envs/demucsRiley/bin/python3.9', 'cpu_count': 24, 'cpu_count_logical': 32, 'cpu_freq': {'current': 3124.60603125, 'min': 800.0, 'max': 4937.5}, 'cpu_freq_per_core': [{'current': 3000.0, 'min': 800.0, 'max': 5500.0}, {'current': 3000.0, 'min': 800.0, 'max': 5500.0}, {'current': 3000.0, 'min': 800.0, 'max': 5500.0}, {'current': 3000.0, 'min': 800.0, 'max': 5500.0}, {'current': 3000.0, 'min': 800.0, 'max': 5500.0}, {'current': 3000.0, 'min': 800.0, 'max': 5500.0}, {'current': 3000.0, 'min': 800.0, 'max': 5500.0}, {'current': 3000.0, 'min': 800.0, 'max': 5500.0}, {'current': 4500.0, 'min': 800.0, 'max': 5800.0}, {'current': 3000.0, 'min': 800.0, 'max': 5800.0}, {'current': 5487.393, 'min': 800.0, 'max': 5800.0}, {'current': 3000.0, 'min': 800.0, 'max': 5800.0}, {'current': 3000.0, 'min': 800.0, 'max': 5500.0}, {'current': 3000.0, 'min': 800.0, 'max': 5500.0}, {'current': 3000.0, 'min': 800.0, 'max': 5500.0}, {'current': 3000.0, 'min': 800.0, 'max': 5500.0}, {'current': 3000.0, 'min': 800.0, 'max': 4300.0}, {'current': 3000.0, 'min': 800.0, 'max': 4300.0}, {'current': 3000.0, 'min': 800.0, 'max': 4300.0}, {'current': 3000.0, 'min': 800.0, 'max': 4300.0}, {'current': 3000.0, 'min': 800.0, 'max': 4300.0}, {'current': 3000.0, 'min': 800.0, 'max': 4300.0}, {'current': 3000.0, 'min': 800.0, 'max': 4300.0}, {'current': 3000.0, 'min': 800.0, 'max': 4300.0}, {'current': 3000.0, 'min': 800.0, 'max': 4300.0}, {'current': 3000.0, 'min': 800.0, 'max': 4300.0}, {'current': 3000.0, 'min': 800.0, 'max': 4300.0}, {'current': 3000.0, 'min': 800.0, 'max': 4300.0}, {'current': 3000.0, 'min': 800.0, 'max': 4300.0}, {'current': 3000.0, 'min': 800.0, 'max': 4300.0}, {'current': 3000.0, 'min': 800.0, 'max': 4300.0}, {'current': 3000.0, 'min': 800.0, 'max': 4300.0}], 'disk': {'/': {'total': 69.9375, 'used': 16.528541564941406}}, 'gpu': 'NVIDIA GeForce RTX 4090', 'gpu_count': 2, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4090', 'memory_total': 25757220864}, {'name': 'NVIDIA GeForce RTX 4090', 'memory_total': 25757220864}], 'memory': {'total': 62.28952407836914}}
2024-01-19 17:50:58,674 INFO    HandlerThread:131596 [system_monitor.py:probe():224] Finished collecting system info
2024-01-19 17:50:58,674 INFO    HandlerThread:131596 [system_monitor.py:probe():227] Publishing system info
2024-01-19 17:50:58,674 DEBUG   HandlerThread:131596 [system_info.py:_save_conda():208] Saving list of conda packages installed into the current environment
2024-01-19 17:50:59,492 DEBUG   HandlerThread:131596 [system_info.py:_save_conda():220] Saving conda packages done
2024-01-19 17:50:59,492 INFO    HandlerThread:131596 [system_monitor.py:probe():229] Finished publishing system info
2024-01-19 17:50:59,494 DEBUG   SenderThread:131596 [sender.py:send():382] send: files
2024-01-19 17:50:59,494 INFO    SenderThread:131596 [sender.py:_save_file():1403] saving file wandb-metadata.json with policy now
2024-01-19 17:50:59,496 DEBUG   HandlerThread:131596 [handler.py:handle_request():146] handle_request: python_packages
2024-01-19 17:50:59,496 DEBUG   SenderThread:131596 [sender.py:send_request():409] send_request: python_packages
2024-01-19 17:50:59,497 DEBUG   HandlerThread:131596 [handler.py:handle_request():146] handle_request: stop_status
2024-01-19 17:50:59,497 DEBUG   SenderThread:131596 [sender.py:send_request():409] send_request: stop_status
2024-01-19 17:50:59,498 DEBUG   HandlerThread:131596 [handler.py:handle_request():146] handle_request: internal_messages
2024-01-19 17:50:59,554 INFO    Thread-12 :131596 [dir_watcher.py:_on_file_created():271] file/dir created: /home/robertthomas/rileyProject/demucs/wandb/run-20240119_175058-44wmuoyq/files/conda-environment.yaml
2024-01-19 17:50:59,554 INFO    Thread-12 :131596 [dir_watcher.py:_on_file_created():271] file/dir created: /home/robertthomas/rileyProject/demucs/wandb/run-20240119_175058-44wmuoyq/files/wandb-metadata.json
2024-01-19 17:50:59,555 INFO    Thread-12 :131596 [dir_watcher.py:_on_file_created():271] file/dir created: /home/robertthomas/rileyProject/demucs/wandb/run-20240119_175058-44wmuoyq/files/requirements.txt
2024-01-19 17:50:59,662 DEBUG   SenderThread:131596 [sender.py:send():382] send: telemetry
2024-01-19 17:50:59,780 INFO    wandb-upload_0:131596 [upload_job.py:push():131] Uploaded file /tmp/tmp48he1vkrwandb/3ikzp4im-wandb-metadata.json
2024-01-19 17:51:00,554 INFO    Thread-12 :131596 [dir_watcher.py:_on_file_created():271] file/dir created: /home/robertthomas/rileyProject/demucs/wandb/run-20240119_175058-44wmuoyq/files/output.log
2024-01-19 17:51:02,555 INFO    Thread-12 :131596 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/robertthomas/rileyProject/demucs/wandb/run-20240119_175058-44wmuoyq/files/output.log
2024-01-19 17:51:03,402 DEBUG   HandlerThread:131596 [handler.py:handle_request():146] handle_request: status_report
2024-01-19 17:51:08,403 DEBUG   HandlerThread:131596 [handler.py:handle_request():146] handle_request: status_report
2024-01-19 17:51:13,403 DEBUG   HandlerThread:131596 [handler.py:handle_request():146] handle_request: status_report
2024-01-19 17:51:14,519 DEBUG   HandlerThread:131596 [handler.py:handle_request():146] handle_request: stop_status
2024-01-19 17:51:14,519 DEBUG   SenderThread:131596 [sender.py:send_request():409] send_request: stop_status
2024-01-19 17:51:14,790 DEBUG   HandlerThread:131596 [handler.py:handle_request():146] handle_request: internal_messages
2024-01-19 17:51:16,558 INFO    Thread-12 :131596 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/robertthomas/rileyProject/demucs/wandb/run-20240119_175058-44wmuoyq/files/output.log
2024-01-19 17:51:18,558 INFO    Thread-12 :131596 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/robertthomas/rileyProject/demucs/wandb/run-20240119_175058-44wmuoyq/files/output.log
2024-01-19 17:51:19,235 DEBUG   HandlerThread:131596 [handler.py:handle_request():146] handle_request: status_report
2024-01-19 17:51:20,559 INFO    Thread-12 :131596 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/robertthomas/rileyProject/demucs/wandb/run-20240119_175058-44wmuoyq/files/output.log
2024-01-19 17:51:22,559 INFO    Thread-12 :131596 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/robertthomas/rileyProject/demucs/wandb/run-20240119_175058-44wmuoyq/files/output.log
2024-01-19 17:51:23,619 DEBUG   SenderThread:131596 [sender.py:send():382] send: exit
2024-01-19 17:51:23,620 INFO    SenderThread:131596 [sender.py:send_exit():589] handling exit code: 1
2024-01-19 17:51:23,620 INFO    SenderThread:131596 [sender.py:send_exit():591] handling runtime: 24
2024-01-19 17:51:23,620 INFO    SenderThread:131596 [sender.py:_save_file():1403] saving file wandb-summary.json with policy end
2024-01-19 17:51:23,620 INFO    SenderThread:131596 [sender.py:send_exit():597] send defer
2024-01-19 17:51:23,620 DEBUG   HandlerThread:131596 [handler.py:handle_request():146] handle_request: defer
2024-01-19 17:51:23,620 INFO    HandlerThread:131596 [handler.py:handle_request_defer():172] handle defer: 0
2024-01-19 17:51:23,620 DEBUG   SenderThread:131596 [sender.py:send_request():409] send_request: defer
2024-01-19 17:51:23,620 INFO    SenderThread:131596 [sender.py:send_request_defer():613] handle sender defer: 0
2024-01-19 17:51:23,620 INFO    SenderThread:131596 [sender.py:transition_state():617] send defer: 1
2024-01-19 17:51:23,620 DEBUG   HandlerThread:131596 [handler.py:handle_request():146] handle_request: defer
2024-01-19 17:51:23,620 INFO    HandlerThread:131596 [handler.py:handle_request_defer():172] handle defer: 1
2024-01-19 17:51:23,620 DEBUG   SenderThread:131596 [sender.py:send_request():409] send_request: defer
2024-01-19 17:51:23,620 INFO    SenderThread:131596 [sender.py:send_request_defer():613] handle sender defer: 1
2024-01-19 17:51:23,620 INFO    SenderThread:131596 [sender.py:transition_state():617] send defer: 2
2024-01-19 17:51:23,620 DEBUG   HandlerThread:131596 [handler.py:handle_request():146] handle_request: defer
2024-01-19 17:51:23,620 INFO    HandlerThread:131596 [handler.py:handle_request_defer():172] handle defer: 2
2024-01-19 17:51:23,620 INFO    HandlerThread:131596 [system_monitor.py:finish():203] Stopping system monitor
2024-01-19 17:51:23,620 DEBUG   SystemMonitor:131596 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-01-19 17:51:23,620 DEBUG   SystemMonitor:131596 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2024-01-19 17:51:23,620 DEBUG   SystemMonitor:131596 [system_monitor.py:_start():183] Publishing last batch of metrics
2024-01-19 17:51:23,620 INFO    HandlerThread:131596 [interfaces.py:finish():202] Joined cpu monitor
2024-01-19 17:51:23,620 INFO    HandlerThread:131596 [interfaces.py:finish():202] Joined disk monitor
2024-01-19 17:51:23,659 INFO    HandlerThread:131596 [interfaces.py:finish():202] Joined gpu monitor
2024-01-19 17:51:23,659 INFO    HandlerThread:131596 [interfaces.py:finish():202] Joined memory monitor
2024-01-19 17:51:23,659 INFO    HandlerThread:131596 [interfaces.py:finish():202] Joined network monitor
2024-01-19 17:51:23,659 DEBUG   SenderThread:131596 [sender.py:send_request():409] send_request: defer
2024-01-19 17:51:23,659 INFO    SenderThread:131596 [sender.py:send_request_defer():613] handle sender defer: 2
2024-01-19 17:51:23,659 INFO    SenderThread:131596 [sender.py:transition_state():617] send defer: 3
2024-01-19 17:51:23,659 DEBUG   HandlerThread:131596 [handler.py:handle_request():146] handle_request: defer
2024-01-19 17:51:23,660 INFO    HandlerThread:131596 [handler.py:handle_request_defer():172] handle defer: 3
2024-01-19 17:51:23,660 DEBUG   SenderThread:131596 [sender.py:send_request():409] send_request: defer
2024-01-19 17:51:23,660 INFO    SenderThread:131596 [sender.py:send_request_defer():613] handle sender defer: 3
2024-01-19 17:51:23,660 INFO    SenderThread:131596 [sender.py:transition_state():617] send defer: 4
2024-01-19 17:51:23,660 DEBUG   HandlerThread:131596 [handler.py:handle_request():146] handle_request: defer
2024-01-19 17:51:23,660 INFO    HandlerThread:131596 [handler.py:handle_request_defer():172] handle defer: 4
